codigoGrupoMaterialServico,grupoMaterialServico,codigoClasseMaterialServico,classeMaterialServico,codigoMaterialServico,materialServico,valorTotal
1,SERVICOS DE ESTUDOS E PROJETOS,101,"SERVICOS TECNICOS, ESTUDOS E PROJETOS",1010018,"ESTUDOS, PROJETOS E LEVANTAMENTO TOPOGRAFICO",131916198.5
1,SERVICOS DE ESTUDOS E PROJETOS,101,"SERVICOS TECNICOS, ESTUDOS E PROJETOS",1010042,"SERVICOS DE PERICIA, AVALIACAO E VISTORIA",14949477.86
1,SERVICOS DE ESTUDOS E PROJETOS,101,"SERVICOS TECNICOS, ESTUDOS E PROJETOS",1010069,ESTUDOS E PROJETOS DE ARQUITETURA,41000
1,SERVICOS DE ESTUDOS E PROJETOS,101,"SERVICOS TECNICOS, ESTUDOS E PROJETOS",1010085,ESTUDOS E PROJETOS DE AMBIENTES INTERIORES PRESTADOS POR PESSOA JURIDICA,38293.6
1,SERVICOS DE ESTUDOS E PROJETOS,101,"SERVICOS TECNICOS, ESTUDOS E PROJETOS",1010093,ESTUDOS E PROJETOS DE PAISAGISMO,85000
1,SERVICOS DE ESTUDOS E PROJETOS,101,"SERVICOS TECNICOS, ESTUDOS E PROJETOS",1010204,ESTUDOS E PROJETOS DE INSTALACOES SANITARIAS - RESIDUOS SOLIDOS,30149
1,SERVICOS DE ESTUDOS E PROJETOS,101,"SERVICOS TECNICOS, ESTUDOS E PROJETOS",1010212,ESTUDOS E PROJETOS DE INSTALACOES ELETRICAS,1674964.89
1,SERVICOS DE ESTUDOS E PROJETOS,101,"SERVICOS TECNICOS, ESTUDOS E PROJETOS",1010239,ESTUDOS E PROJETOS DE PREVENCAO E COMBATE A INCENDIO E  AUTO DE VISTORIA PREDIAL -,724527.69
1,SERVICOS DE ESTUDOS E PROJETOS,101,"SERVICOS TECNICOS, ESTUDOS E PROJETOS",1010247,ESTUDO TECNICO PARA AVALIACAO E DIAGNOSTICO DE FUNCIONAMENTODE EQUIPAMENTOS E SISTEMAS -,50922.94
1,SERVICOS DE ESTUDOS E PROJETOS,101,"SERVICOS TECNICOS, ESTUDOS E PROJETOS",1010379,SERVICOS DE AEROFOTOGRAMETRIA -,188199.98
1,SERVICOS DE ESTUDOS E PROJETOS,101,"SERVICOS TECNICOS, ESTUDOS E PROJETOS",1010395,ESTUDOS E PROJETOS DE REDE DE COMUNICACAO,10015865.6
1,SERVICOS DE ESTUDOS E PROJETOS,101,"SERVICOS TECNICOS, ESTUDOS E PROJETOS",1010409,ESTUDOS E PROJETOS DE DRENAGEM,11084.12
1,SERVICOS DE ESTUDOS E PROJETOS,101,"SERVICOS TECNICOS, ESTUDOS E PROJETOS",1010468,ESTUDOS E PROJETOS DE INSTALACOES HIDROSSANITARIAS,556300.23
1,SERVICOS DE ESTUDOS E PROJETOS,101,"SERVICOS TECNICOS, ESTUDOS E PROJETOS",1010476,SERVICOS ESPECIALIZADOS EM ENGENHARIA DE SEGURANCA E EM MEDICINA DO TRABALHO,948114.52
1,SERVICOS DE ESTUDOS E PROJETOS,101,"SERVICOS TECNICOS, ESTUDOS E PROJETOS",1010506,ASSESSORAMENTO TECNICO NA AREA DE ESTUDOS E PROJETOS,2028654.1300000001
1,SERVICOS DE ESTUDOS E PROJETOS,101,"SERVICOS TECNICOS, ESTUDOS E PROJETOS",1010522,SERVICOS DE ESTUDOS E PROJETOS DE IMPACTO AMBIENTAL E DE    VIZINHANCA -,349425.93
1,SERVICOS DE ESTUDOS E PROJETOS,101,"SERVICOS TECNICOS, ESTUDOS E PROJETOS",1010565,"SERVICOS TECNICOS ESPECIALIZADOS DE EXECUCAO DE PROJETOS DE ENGENHARIA, EXCETO DE CONSTRUCAO CIVIL",11779688.96
1,SERVICOS DE ESTUDOS E PROJETOS,101,"SERVICOS TECNICOS, ESTUDOS E PROJETOS",1010581,ESTUDOS E PROJETOS TECNICOS SOBRE CONDICOES CLIMATICAS E AMBIENTAIS -,158062.74
1,SERVICOS DE ESTUDOS E PROJETOS,101,"SERVICOS TECNICOS, ESTUDOS E PROJETOS",1010590,SERVICOS TECNICOS NA AREA DE ENGENHARIA MECANICA  E INDUSTRIAL,114873.21
1,SERVICOS DE ESTUDOS E PROJETOS,101,"SERVICOS TECNICOS, ESTUDOS E PROJETOS",1010727,SERVICOS TECNICOS ESPECIALIZADOS NA AREA DE ENGENHARIA ELETRICA,1957799.8599999999
1,SERVICOS DE ESTUDOS E PROJETOS,101,"SERVICOS TECNICOS, ESTUDOS E PROJETOS",1010751,SERVICOS TECNICOS ESPECIALIZADOS AREA DE ENGENHARIA AMBIENTAL OU FLORESTAL -,27381306.369999997
1,SERVICOS DE ESTUDOS E PROJETOS,101,"SERVICOS TECNICOS, ESTUDOS E PROJETOS",1010760,SERVICOS DE EXECUCAO DE PROJETOS DE PREVENCAO E COMBATE A INCENDIO,1984444.78
1,SERVICOS DE ESTUDOS E PROJETOS,101,"SERVICOS TECNICOS, ESTUDOS E PROJETOS",1010778,SERVICO DE FISCALIZACAO CONTRATUAL -,84900
1,SERVICOS DE ESTUDOS E PROJETOS,101,"SERVICOS TECNICOS, ESTUDOS E PROJETOS",1010786,SERVICO DE MONITORAMENTO RADIOLOGICO,221956.59
1,SERVICOS DE ESTUDOS E PROJETOS,101,"SERVICOS TECNICOS, ESTUDOS E PROJETOS",1010816,PROJETO DE SISTEMA DE PROTECAO CONTRA DESCARGAS ELETRICAS E ATMOSFERICA.,5065
1,SERVICOS DE ESTUDOS E PROJETOS,101,"SERVICOS TECNICOS, ESTUDOS E PROJETOS",1010824,"SERVICO DE INFRAESTRUTURA DE CABEAMENTO PARA REDES FISICA,  LOGICA, ELETRICA E OUTRAS",616099281.15
1,SERVICOS DE ESTUDOS E PROJETOS,101,"SERVICOS TECNICOS, ESTUDOS E PROJETOS",1011081,ELABORACAO DE ESTUDOS E PROJETOS NA AREA DE SAUDE,1266670
1,SERVICOS DE ESTUDOS E PROJETOS,101,"SERVICOS TECNICOS, ESTUDOS E PROJETOS",1011103,SERVICOS TECNICOS ESPECIALIZADOS EM ELABORACAO E EXECUCAO   DE PROJETOS -,65315028.26
1,SERVICOS DE ESTUDOS E PROJETOS,101,"SERVICOS TECNICOS, ESTUDOS E PROJETOS",1011120,ESTUDOS E PROJETOS NA AREA DE TURISMO E CULTURA,580000
1,SERVICOS DE ESTUDOS E PROJETOS,101,"SERVICOS TECNICOS, ESTUDOS E PROJETOS",1011138,SERVICOS ESPECIALIZADOS EM SEGURANCA DA INFORMACAO,1697993.46
1,SERVICOS DE ESTUDOS E PROJETOS,101,"SERVICOS TECNICOS, ESTUDOS E PROJETOS",1011146,SERVICO TECNICO ESPECIALIZADO EM AREA DE TURISMO OU CULTURA,3062140.7399999998
1,SERVICOS DE ESTUDOS E PROJETOS,101,"SERVICOS TECNICOS, ESTUDOS E PROJETOS",1011170,SERVICO TECNICO ESPECIALIZADO EM ENGENHARIA CIVIL -,1676386.54
1,SERVICOS DE ESTUDOS E PROJETOS,101,"SERVICOS TECNICOS, ESTUDOS E PROJETOS",1011189,SERVICO TECNICO ESPECIALIZADO EM MANUFATUR ADITIVA - IMPRESSAO 3D -,55555
1,SERVICOS DE ESTUDOS E PROJETOS,101,"SERVICOS TECNICOS, ESTUDOS E PROJETOS",1011197,PROJETO DE SISTEMA DE PROTECAO CONTRA DESCARGAS ELETRICAS E ATMOSFERICA - OBRAS,5130
2,SERVICOS TECNICOS ESPECIALIZADOS NA AREA DE CONSTRUCAO CIVIL,201,ESTUDOS E PROJETOS PARA OBRAS E INSTALACOES,2010070,ELABORACAO DE ESTUDOS E PROJETOS DE REDE,129900
2,SERVICOS TECNICOS ESPECIALIZADOS NA AREA DE CONSTRUCAO CIVIL,201,ESTUDOS E PROJETOS PARA OBRAS E INSTALACOES,2010127,PROJETO DE SISTEMA DE PREVENCAO E COMBATE A INCENDIO,681982.02
2,SERVICOS TECNICOS ESPECIALIZADOS NA AREA DE CONSTRUCAO CIVIL,201,ESTUDOS E PROJETOS PARA OBRAS E INSTALACOES,2010321,"ESTUDOS E PROJETOS NA AREA DE ENGENHARIA RODOVIARIA, AEROVIARIA ETC",115064708.33
2,SERVICOS TECNICOS ESPECIALIZADOS NA AREA DE CONSTRUCAO CIVIL,201,ESTUDOS E PROJETOS PARA OBRAS E INSTALACOES,2010348,"ESTUDOS, PROJETOS E LEVANTAMENTOS TOPOGRAFICOS- OBRAS",27358459.93
2,SERVICOS TECNICOS ESPECIALIZADOS NA AREA DE CONSTRUCAO CIVIL,201,ESTUDOS E PROJETOS PARA OBRAS E INSTALACOES,2010380,SERVICOS DE ESTUDO E SONDAGEM DE SOLO -,301846.01
2,SERVICOS TECNICOS ESPECIALIZADOS NA AREA DE CONSTRUCAO CIVIL,201,ESTUDOS E PROJETOS PARA OBRAS E INSTALACOES,2010399,SERVICOS TECNICOS ESPECIALIZADOS EM REDES DE MONITORAMENTO  DE QUALIDADE DO AR E DO SOLO,31001.33
2,SERVICOS TECNICOS ESPECIALIZADOS NA AREA DE CONSTRUCAO CIVIL,201,ESTUDOS E PROJETOS PARA OBRAS E INSTALACOES,2010410,"ESTUDO, ANALISE E ELABORACAO DE PROJETOS DE ENGENHARIA E OU ARQUITETURA",35400687.16
2,SERVICOS TECNICOS ESPECIALIZADOS NA AREA DE CONSTRUCAO CIVIL,201,ESTUDOS E PROJETOS PARA OBRAS E INSTALACOES,2010437,SONDAGEM DE SOLO -,4459302.1
2,SERVICOS TECNICOS ESPECIALIZADOS NA AREA DE CONSTRUCAO CIVIL,201,ESTUDOS E PROJETOS PARA OBRAS E INSTALACOES,2010445,ESTUDOS E ANALISES GEOTECNICOS -,4230066.25
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",301,"SERVICOS DE DEMOLICOES, ADAPTACAO E REPAROS DE BENS IMOVEIS",3010015,SERVICOS DE ADAPTACAO DE BENS IMOVEIS,15476845.6
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",301,"SERVICOS DE DEMOLICOES, ADAPTACAO E REPAROS DE BENS IMOVEIS",3010023,SERVICOS DE CONSERVACAO DE EDIFICACAO,5653060.27
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",301,"SERVICOS DE DEMOLICOES, ADAPTACAO E REPAROS DE BENS IMOVEIS",3010031,"REPARO ,RESTAURACAO, RECUPERACAO, REFORMA E PINTURA DE BENS IMOVEIS -",1064199685.67
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",301,"SERVICOS DE DEMOLICOES, ADAPTACAO E REPAROS DE BENS IMOVEIS",3010163,ADAPTACOES E REFORMAS,185243295.91
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",301,"SERVICOS DE DEMOLICOES, ADAPTACAO E REPAROS DE BENS IMOVEIS",3010180,"SERVICOS DE MANUTENCAO, REPAROS E ADEQUACAO EM REDES DE INS TALACOES PREDIAIS -",2581243.57
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",301,"SERVICOS DE DEMOLICOES, ADAPTACAO E REPAROS DE BENS IMOVEIS",3010210,SERVICOS DE MANUTENCAO DE POCOS ARTESIANOS,92714.5
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",302,INSTALACOES INCORPORAVEIS A OBRAS,3020037,INSTALACAO DE SISTEMA DE CANALIZACAO DE  GASES  MEDICINAIS E INDUSTRIAIS,1084998.1
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",302,INSTALACOES INCORPORAVEIS A OBRAS,3020177,INSTALACAO DE SISTEMA DE PROTECAO CONTRA DESCARGAS ELETRICAS E ATMOSFERICAS,2754000
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",302,INSTALACOES INCORPORAVEIS A OBRAS,3020223,SERVICOS DE INSTALACAO E MONTAGEM DE SISTEMA DE PREVENCAO E PROTECAO CONTRA INCENDIO,491803.55
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",303,SERVICOS DE EXECUCAO DE OBRAS DIRETAS,3030288,SERVICOS DE CONSTRUCAO DE MUROS DE CONTENCAO E DIVISORIO -,3768490.7399999998
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",304,SERVICOS DE EXECUCAO DE OBRAS POR CONTRATO,3030369,SERVICOS DE INSTALACAO DE REDES HIDRAULICAS E/OU SANITARIAS-,46249
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",304,SERVICOS DE EXECUCAO DE OBRAS POR CONTRATO,3040038,SERVICOS DE CONSTRUCAO DE ESCOLAS,110829272.21
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",304,SERVICOS DE EXECUCAO DE OBRAS POR CONTRATO,3040062,SERVICOS DE CONSTRUCAO DE POLIESPORTIVOS,372228.97
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",304,SERVICOS DE EXECUCAO DE OBRAS POR CONTRATO,3040119,SERVICOS DE CONSTRUCAO DE EDIFICACOES COMERCIAIS E/OU ADMI  NISTRATIVAS,185920940.09
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",304,SERVICOS DE EXECUCAO DE OBRAS POR CONTRATO,3040127,SERVICOS DE CONSTRUCAO DE CONJUNTOS HABITACIONAIS,11827030.25
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",304,SERVICOS DE EXECUCAO DE OBRAS POR CONTRATO,3040135,SERVICOS DE CONSTRUCAO DE HOSPITAL -,1040259.43
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",304,SERVICOS DE EXECUCAO DE OBRAS POR CONTRATO,3040194,SERVICOS DE CONSTRUCAO DE PONTES,1568349.64
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",304,SERVICOS DE EXECUCAO DE OBRAS POR CONTRATO,3040291,EXECUCAO DE OBRAS EM UNIDADES DE CONSERVACAO AMBIENTAL,67371981.56
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",304,SERVICOS DE EXECUCAO DE OBRAS POR CONTRATO,3040305,SERVICOS DE PERFURACAO E INSTALACAO DE POCOS ARTESIANOS,39608382.76
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",304,SERVICOS DE EXECUCAO DE OBRAS POR CONTRATO,3040330,CONSTRUCAO PARA RETENCAO OU ACUMULO DE AGUA,5630830.7700000005
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",304,SERVICOS DE EXECUCAO DE OBRAS POR CONTRATO,3040372,SERVICOS DE CONSTRUCAO E MONTAGEM DE ESTRUTURA DE CONCRETO,986928.2100000001
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",304,SERVICOS DE EXECUCAO DE OBRAS POR CONTRATO,3040380,SERVICOS DE CONSTRUCAO E MONTAGEM DE ESTRUTURA DE MADEIRA,1094.33
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",304,SERVICOS DE EXECUCAO DE OBRAS POR CONTRATO,3040437,INSTALACAO E MONTAGEM DE CAMARA FRIA -,188770
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",304,SERVICOS DE EXECUCAO DE OBRAS POR CONTRATO,3040445,"SERVICOS DE CONSTRUCAO, INSTALACAO, MELHORIAS ETC, NOS SISTEMAS DE ABASTECIMENTO DE AGUA -",1632518.75
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",305,OUTRAS ATIVIDADES NECESSARIAS DE OBRAS E INSTALACOES POR CONTRATO,3050025,SERVICOS DE ESCAVACAO,4865327.2
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",305,OUTRAS ATIVIDADES NECESSARIAS DE OBRAS E INSTALACOES POR CONTRATO,3050076,SERVICOS DE PAVIMENTACAO -,1490309661
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",305,OUTRAS ATIVIDADES NECESSARIAS DE OBRAS E INSTALACOES POR CONTRATO,3050157,"SERVICOS EM SUBESTACAO DE ENERGIA,EXCETO MANUTENCAO -",2998079.07
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",305,OUTRAS ATIVIDADES NECESSARIAS DE OBRAS E INSTALACOES POR CONTRATO,3050181,SERVICOS DE GALERIAS E DRENAGEM,4618968.16
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",305,OUTRAS ATIVIDADES NECESSARIAS DE OBRAS E INSTALACOES POR CONTRATO,3050190,SERVICOS DE URBANIZACAO E PAISAGISMO,1467515.65
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",305,OUTRAS ATIVIDADES NECESSARIAS DE OBRAS E INSTALACOES POR CONTRATO,3050203,SERVICOS DE MANUTENCAO E CONSERVACAO DE RODOVIAS,2345269266.2
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",305,OUTRAS ATIVIDADES NECESSARIAS DE OBRAS E INSTALACOES POR CONTRATO,3050211,SERVICOS DE IMPERMEABILIZACAO,316636
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",305,OUTRAS ATIVIDADES NECESSARIAS DE OBRAS E INSTALACOES POR CONTRATO,3050238,SERVICOS DE ALVENARIA,88500
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",305,OUTRAS ATIVIDADES NECESSARIAS DE OBRAS E INSTALACOES POR CONTRATO,3050246,SERVICOS DE ESTRUTURA METALICA-,70000
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",305,OUTRAS ATIVIDADES NECESSARIAS DE OBRAS E INSTALACOES POR CONTRATO,3050289,"SERVICOS DE INSTALACAO, REMOCAO, MANUTENCAO E ACABAMENTO EM COBERTURAS E TETOS",13226834.11
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",305,OUTRAS ATIVIDADES NECESSARIAS DE OBRAS E INSTALACOES POR CONTRATO,3050432,SERVICOS DE INSTALACAO (CONSTRUCAO) DE REDE ELETRICA -,5115550.06
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",305,OUTRAS ATIVIDADES NECESSARIAS DE OBRAS E INSTALACOES POR CONTRATO,3050475,OBRAS E SERVICOS REFERENTES AO SISTEMA VIARIO -,153380097.59
3,"OBRAS CIVIS, ADAPTACOES, REPAROS E MONTAGENS",305,OUTRAS ATIVIDADES NECESSARIAS DE OBRAS E INSTALACOES POR CONTRATO,3050513,"SERVICOS DE MANUTENCAO E RESTAURACAO DE PLACAS  DE  SINALIZACAO,IDENTIFICACAO, INFORMACAO E ADVERTENCIA -",80693.6
4,SERVICOS DE INSTALACOES E MONTAGENS,401,SERVICOS DE ADMINISTRACAO DE EDIFICACOES,4010019,"SERVICOS DE MONTAGEM E ASSENTAMENTO DE PISOS, REVESTIMENTOS E CARPETES",1368779.86
4,SERVICOS DE INSTALACOES E MONTAGENS,402,"SERVICOS DE INSTALACAO E MONTAGEM  DE  EQUIPAMENTOS,  ACESSORIOS, COMPONENTES E BENS DE SERVICOS",4020022,"INSTALACAO E MONTAGEM DE EQUIPAMENTOS ELETRONICOS, ELETRICOSE DE GERACAO E DISTRIBUICAO DE ENERGIA",9859427.9
4,SERVICOS DE INSTALACOES E MONTAGENS,402,"SERVICOS DE INSTALACAO E MONTAGEM  DE  EQUIPAMENTOS,  ACESSORIOS, COMPONENTES E BENS DE SERVICOS",4020049,"SERVICOS DE MOLDAGEM, FUNDICAO E USINAGEM",819476.5
4,SERVICOS DE INSTALACOES E MONTAGENS,402,"SERVICOS DE INSTALACAO E MONTAGEM  DE  EQUIPAMENTOS,  ACESSORIOS, COMPONENTES E BENS DE SERVICOS",4020065,SERVICOS DE PERFURACAO DE POCOS ARTESIANOS,247955.4
4,SERVICOS DE INSTALACOES E MONTAGENS,402,"SERVICOS DE INSTALACAO E MONTAGEM  DE  EQUIPAMENTOS,  ACESSORIOS, COMPONENTES E BENS DE SERVICOS",4020073,"INSTALACAO, MONTAGEM E DESMONTAGEM DE STANDS, PALCOS, CENARIOS, PALANQUES E ARQUIBANCADAS",54800
4,SERVICOS DE INSTALACOES E MONTAGENS,402,"SERVICOS DE INSTALACAO E MONTAGEM  DE  EQUIPAMENTOS,  ACESSORIOS, COMPONENTES E BENS DE SERVICOS",4020081,INSTALACAO E MONTAGEM DE GRADES OU TELAS DE PROTECAO -,411954.16
4,SERVICOS DE INSTALACOES E MONTAGENS,402,"SERVICOS DE INSTALACAO E MONTAGEM  DE  EQUIPAMENTOS,  ACESSORIOS, COMPONENTES E BENS DE SERVICOS",4020090,DESMONTAGEM E REMONTAGEM DE MAQUINAS/EQUIPAMENTOS/MOBILIARIOEM FUNCAO DE TRANSFERENCIA DE SETOR OU MUDANCA,233149.78
4,SERVICOS DE INSTALACOES E MONTAGENS,402,"SERVICOS DE INSTALACAO E MONTAGEM  DE  EQUIPAMENTOS,  ACESSORIOS, COMPONENTES E BENS DE SERVICOS",4020103,"CONFECCAO, INSTALACAO E MONTAGEM DE PAINEIS E LETREIROS",364882.07
4,SERVICOS DE INSTALACOES E MONTAGENS,402,"SERVICOS DE INSTALACAO E MONTAGEM  DE  EQUIPAMENTOS,  ACESSORIOS, COMPONENTES E BENS DE SERVICOS",4020138,"FABRICACAO E MONTAGEM DE EQUIPAMENTOS MECANICOS, ELETRICOS E INDUSTRIAIS",42980
4,SERVICOS DE INSTALACOES E MONTAGENS,402,"SERVICOS DE INSTALACAO E MONTAGEM  DE  EQUIPAMENTOS,  ACESSORIOS, COMPONENTES E BENS DE SERVICOS",4020154,"SERVICOS DE INSTALACAO E MONTAGEM E DESMONTAGEM DE  DIVISORIAS, PRESTADOS POR PESSOA JURIDICA",2958641.03
4,SERVICOS DE INSTALACOES E MONTAGENS,402,"SERVICOS DE INSTALACAO E MONTAGEM  DE  EQUIPAMENTOS,  ACESSORIOS, COMPONENTES E BENS DE SERVICOS",4020162,SERVICO DE INSTALACAO E MONTAGEM DE JANELAS DIVERSAS -,96550.01
4,SERVICOS DE INSTALACOES E MONTAGENS,402,"SERVICOS DE INSTALACAO E MONTAGEM  DE  EQUIPAMENTOS,  ACESSORIOS, COMPONENTES E BENS DE SERVICOS",4020170,"INSTALACAO, MONTAGEM  E  CONFIGURACAO DE EQUIPAMENTOS DE TECNOLOGIA DE INFORMACAO -",23516698.58
4,SERVICOS DE INSTALACOES E MONTAGENS,402,"SERVICOS DE INSTALACAO E MONTAGEM  DE  EQUIPAMENTOS,  ACESSORIOS, COMPONENTES E BENS DE SERVICOS",4020197,"INSTALACAO, REMOCAO DE PELICULA  PROTECAO SOLAR OU DE SEGURANCA -",159758.79
4,SERVICOS DE INSTALACOES E MONTAGENS,402,"SERVICOS DE INSTALACAO E MONTAGEM  DE  EQUIPAMENTOS,  ACESSORIOS, COMPONENTES E BENS DE SERVICOS",4020227,SERVICOS DE INSTALACAO E MONTAGEM DE EQUIPAMENTOS DE REFRIGERACAO AMBIENTAL E CONDICIONAMENTO DE AR,3938051.95
4,SERVICOS DE INSTALACOES E MONTAGENS,402,"SERVICOS DE INSTALACAO E MONTAGEM  DE  EQUIPAMENTOS,  ACESSORIOS, COMPONENTES E BENS DE SERVICOS",4020235,SERVICOS DE INSTALACAO E MONTAGEM DE  EQUIPAMENTOS  HIDRAULICOS E/OU SANITARIOS -,3690
4,SERVICOS DE INSTALACOES E MONTAGENS,402,"SERVICOS DE INSTALACAO E MONTAGEM  DE  EQUIPAMENTOS,  ACESSORIOS, COMPONENTES E BENS DE SERVICOS",4020251,"SERVICOS DE INSTALACAO E MONTAGEM DE CORTINAS,PAINEIS,PERSIANAS E TOLDOS",914700.86
4,SERVICOS DE INSTALACOES E MONTAGENS,402,"SERVICOS DE INSTALACAO E MONTAGEM  DE  EQUIPAMENTOS,  ACESSORIOS, COMPONENTES E BENS DE SERVICOS",4020260,SERVICOS DE INSTALACAO E MONTAGEM DE EQUIPAMENTOS DE  SONORIZACAO E ILUMINACAO E VIDEOPROJECAO,20875
4,SERVICOS DE INSTALACOES E MONTAGENS,402,"SERVICOS DE INSTALACAO E MONTAGEM  DE  EQUIPAMENTOS,  ACESSORIOS, COMPONENTES E BENS DE SERVICOS",4020294,SERVICOS DE MONTAGEM E INSTALACAO DE RESERVATORIOS,7828878.86
4,SERVICOS DE INSTALACOES E MONTAGENS,402,"SERVICOS DE INSTALACAO E MONTAGEM  DE  EQUIPAMENTOS,  ACESSORIOS, COMPONENTES E BENS DE SERVICOS",4020316,SERVICOS DE INSTALACAO DE BOMBAS E COMPRESSORES,13239.5
4,SERVICOS DE INSTALACOES E MONTAGENS,402,"SERVICOS DE INSTALACAO E MONTAGEM  DE  EQUIPAMENTOS,  ACESSORIOS, COMPONENTES E BENS DE SERVICOS",4020332,"SERVICOS DE INSTALACAO E MONTAGEM DE EQUIPAMENTOS, INSTRUMENTOS MEDICOS,ODONTOLOGICOS,HOSPITALARES E LABORATORIAIS",236433.16999999998
4,SERVICOS DE INSTALACOES E MONTAGENS,402,"SERVICOS DE INSTALACAO E MONTAGEM  DE  EQUIPAMENTOS,  ACESSORIOS, COMPONENTES E BENS DE SERVICOS",4020340,"INSTALACAO E MONTAGEM EQUIPAMENTOS MEDICAO FLUXOS DE GAS, LIQUIDOS, NIVEL E MOVIMENTOS MECANICOS",7800
4,SERVICOS DE INSTALACOES E MONTAGENS,402,"SERVICOS DE INSTALACAO E MONTAGEM  DE  EQUIPAMENTOS,  ACESSORIOS, COMPONENTES E BENS DE SERVICOS",4020359,SERVICOS DE AUTOMACAO DE PROCESSOS -,223890
4,SERVICOS DE INSTALACOES E MONTAGENS,402,"SERVICOS DE INSTALACAO E MONTAGEM  DE  EQUIPAMENTOS,  ACESSORIOS, COMPONENTES E BENS DE SERVICOS",4020383,SERVICOS DE INSTALACAO E MONTAGEM DE CERCAS,11316308.89
4,SERVICOS DE INSTALACOES E MONTAGENS,402,"SERVICOS DE INSTALACAO E MONTAGEM  DE  EQUIPAMENTOS,  ACESSORIOS, COMPONENTES E BENS DE SERVICOS",4020391,INSTALACAO E MONTAGEM DE EQUIPAMENTOS DE SEGURANCA ELETROELETRONICOS,1653170.86
4,SERVICOS DE INSTALACOES E MONTAGENS,402,"SERVICOS DE INSTALACAO E MONTAGEM  DE  EQUIPAMENTOS,  ACESSORIOS, COMPONENTES E BENS DE SERVICOS",4020430,INSTALACAO E MONTAGEM DE BOX,5875.99
4,SERVICOS DE INSTALACOES E MONTAGENS,402,"SERVICOS DE INSTALACAO E MONTAGEM  DE  EQUIPAMENTOS,  ACESSORIOS, COMPONENTES E BENS DE SERVICOS",4020448,"SERVICOS DE INSTALACAO, MONTAGEM E MANUTENCAO EM AQUECEDOR  SOLAR",22058.18
4,SERVICOS DE INSTALACOES E MONTAGENS,402,"SERVICOS DE INSTALACAO E MONTAGEM  DE  EQUIPAMENTOS,  ACESSORIOS, COMPONENTES E BENS DE SERVICOS",4020456,"SERVICOS DE INSTALACAO, MONTAGEM E DESMONTAGEM DE MOBILIARIO",194671.77
4,SERVICOS DE INSTALACOES E MONTAGENS,402,"SERVICOS DE INSTALACAO E MONTAGEM  DE  EQUIPAMENTOS,  ACESSORIOS, COMPONENTES E BENS DE SERVICOS",4020464,SERVICOS DE INSTALACAO E MONTAGEM DE PORTAS DIVERSAS,481665.65
4,SERVICOS DE INSTALACOES E MONTAGENS,402,"SERVICOS DE INSTALACAO E MONTAGEM  DE  EQUIPAMENTOS,  ACESSORIOS, COMPONENTES E BENS DE SERVICOS",4020472,INSTALACAO DE ELEVADOR -,2815530.2
