codigoGrupoMaterialServico,grupoMaterialServico,codigoClasseMaterialServico,classeMaterialServico,codigoMaterialServico,materialServico,valorTotal
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6525,"EQUIPAMENTOS E SUPRIMENTOS PARA  RAIO-X, USO MEDICO/ODONTOLOGICO/VETERINARIO",65250044,POSICIONADOR DE FILME (PELICULA) RAIO X ODONTO,289.35
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6525,"EQUIPAMENTOS E SUPRIMENTOS PARA  RAIO-X, USO MEDICO/ODONTOLOGICO/VETERINARIO",65250052,APARELHO DE RAIO-X USO MEDICO -,4944900
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6525,"EQUIPAMENTOS E SUPRIMENTOS PARA  RAIO-X, USO MEDICO/ODONTOLOGICO/VETERINARIO",65250060,APARELHO DE RAIO-X USO ODONTO -,145000
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6525,"EQUIPAMENTOS E SUPRIMENTOS PARA  RAIO-X, USO MEDICO/ODONTOLOGICO/VETERINARIO",65250095,SISTEMA DIGITALIZADOR IMAGEM RADIOGRAFICA -,1619064
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6525,"EQUIPAMENTOS E SUPRIMENTOS PARA  RAIO-X, USO MEDICO/ODONTOLOGICO/VETERINARIO",65250109,CAMARA PARA REVELACAO DE RAIO-X USO ODONTO -,13610
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6525,"EQUIPAMENTOS E SUPRIMENTOS PARA  RAIO-X, USO MEDICO/ODONTOLOGICO/VETERINARIO",65250133,FILME RADIOLOGICO PARA PROCESSAMENTO A SECO -,10668839.75
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6525,"EQUIPAMENTOS E SUPRIMENTOS PARA  RAIO-X, USO MEDICO/ODONTOLOGICO/VETERINARIO",65250141,FIXADOR PARA RAIO-X -,408637.24
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6525,"EQUIPAMENTOS E SUPRIMENTOS PARA  RAIO-X, USO MEDICO/ODONTOLOGICO/VETERINARIO",65250230,LUVAS DE PROTECAO CONTRA RAIO-X -,20764.25
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6525,"EQUIPAMENTOS E SUPRIMENTOS PARA  RAIO-X, USO MEDICO/ODONTOLOGICO/VETERINARIO",65250249,AVENTAL DE PROTECAO CONTRA RAIO-X -,1410889
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6525,"EQUIPAMENTOS E SUPRIMENTOS PARA  RAIO-X, USO MEDICO/ODONTOLOGICO/VETERINARIO",65250265,REVELADOR PARA RAIO-X -,797135.0399999999
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6525,"EQUIPAMENTOS E SUPRIMENTOS PARA  RAIO-X, USO MEDICO/ODONTOLOGICO/VETERINARIO",65250273,CHASSIS PARA RAIO-X USO MEDICO -,328331.73
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6525,"EQUIPAMENTOS E SUPRIMENTOS PARA  RAIO-X, USO MEDICO/ODONTOLOGICO/VETERINARIO",65250281,NEGATOSCOPIO -,620713.66
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6525,"EQUIPAMENTOS E SUPRIMENTOS PARA  RAIO-X, USO MEDICO/ODONTOLOGICO/VETERINARIO",65250290,NUMEROS PARA RAIO-X -,22827.41
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6525,"EQUIPAMENTOS E SUPRIMENTOS PARA  RAIO-X, USO MEDICO/ODONTOLOGICO/VETERINARIO",65250311,PROTETOR DE TIREOIDE -,112271.5
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6525,"EQUIPAMENTOS E SUPRIMENTOS PARA  RAIO-X, USO MEDICO/ODONTOLOGICO/VETERINARIO",65250338,UNIDADE MOVEL DE RAIO-X COM TV - ARCO CIRURGICO -,2207230.44
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6525,"EQUIPAMENTOS E SUPRIMENTOS PARA  RAIO-X, USO MEDICO/ODONTOLOGICO/VETERINARIO",65250354,SUPORTE PARA AVENTAL DE PROTECAO RAIO X -,227268.65
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6525,"EQUIPAMENTOS E SUPRIMENTOS PARA  RAIO-X, USO MEDICO/ODONTOLOGICO/VETERINARIO",65250427,PLACA DE FOSFORO PARA RAIO-X ODONTOLOGICO -,212325.36000000002
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6525,"EQUIPAMENTOS E SUPRIMENTOS PARA  RAIO-X, USO MEDICO/ODONTOLOGICO/VETERINARIO",65250443,CARTELA PARA RX ODONTO -,550.5
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6525,"EQUIPAMENTOS E SUPRIMENTOS PARA  RAIO-X, USO MEDICO/ODONTOLOGICO/VETERINARIO",65250486,ALFABETO DE CHUMBO PARA RAIO-X -,18545
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6525,"EQUIPAMENTOS E SUPRIMENTOS PARA  RAIO-X, USO MEDICO/ODONTOLOGICO/VETERINARIO",65250591,PROTETOR PARA ORGAOS GENITAIS -,69970
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6525,"EQUIPAMENTOS E SUPRIMENTOS PARA  RAIO-X, USO MEDICO/ODONTOLOGICO/VETERINARIO",65250605,SUPORTE DE CHASSI RADIOLOGICO -,1411.81
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6525,"EQUIPAMENTOS E SUPRIMENTOS PARA  RAIO-X, USO MEDICO/ODONTOLOGICO/VETERINARIO",65250648,CASSETE -,94949.1
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6525,"EQUIPAMENTOS E SUPRIMENTOS PARA  RAIO-X, USO MEDICO/ODONTOLOGICO/VETERINARIO",65250656,ESTACAO DE TRABALHO DIAGNOSTICA -,301960
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6527,"PECAS E COMPONENTES PARA EQUIPAMENTOS DE RAIO-X, USO MEDICO, ODONTOLOGICO E VETERINARIO",65270096,SAPATA DE FREIO PARA EQUIPAMENTOS DE RAIO-X -,500
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6527,"PECAS E COMPONENTES PARA EQUIPAMENTOS DE RAIO-X, USO MEDICO, ODONTOLOGICO E VETERINARIO",65270312,GERADOR PARA EQUIPAMENTO DE RAIO-X -,65063.72
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6527,"PECAS E COMPONENTES PARA EQUIPAMENTOS DE RAIO-X, USO MEDICO, ODONTOLOGICO E VETERINARIO",65270320,TUBO DE RAIO-X -,2157508
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6527,"PECAS E COMPONENTES PARA EQUIPAMENTOS DE RAIO-X, USO MEDICO, ODONTOLOGICO E VETERINARIO",65270444,COBERTURA PARA EQUIPAMENTOS DE RAIO-X -,28150
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6527,"PECAS E COMPONENTES PARA EQUIPAMENTOS DE RAIO-X, USO MEDICO, ODONTOLOGICO E VETERINARIO",65270460,BOMBA PARA PROCESSADORA DE RAIO-X -,29171.4
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6527,"PECAS E COMPONENTES PARA EQUIPAMENTOS DE RAIO-X, USO MEDICO, ODONTOLOGICO E VETERINARIO",65270533,CAMARA DE EXPANSAO PARA RX -,940
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300017,MACA -,974074.2
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300025,CADEIRA PARA BANHO (DISTRIBUICAO GRATUITA) -,84065
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300033,MESA GINECOLOGICA -,596992.4
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300041,ARMARIO VITRINE USO MEDICO HOSPITALAR -,514048.26
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300050,CADEIRA DE RODAS -,2800344.14
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300076,MESA CIRURGICA -,5867200
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300084,BERCO PARA RECEM NASCIDO -,91986
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300092,CADEIRA PARA USO MEDICO-HOSPITALAR -,57428
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300106,CADEIRA DE RODAS (DISTRIBUICAO GRATUITA) -,33434.99
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300114,MESA PARA EXAMES CLINICOS -,571929.18
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300122,BANCO ESTOFADO USO HOSPITALAR -,24320.9
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300130,CARRO PANTOGRAFICO -,72400
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300149,ESCADA PARA USO MEDICO-HOSPITALAR -,461916.96
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300165,MOCHO USO ODONTO -,806019.71
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300181,CAMA HOSPITALAR -,26422380.68
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300190,MESA AUXILIAR PARA USO MEDICO HOSPITALAR -,75496.35
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300203,SUPORTE PARA HAMPER -,11554
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300220,MESA PARA SERVIR REFEICAO AO PACIENTE -,287378.36
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300262,BIOMBO USO MEDICO HOSPITALAR -,934305.34
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300289,CADEIRA PARA BANHO -,642935.91
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300297,MESA PARA NECROPSIA -,134435
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300300,ANDADOR USO FISIOTERAPICO -,62675.12
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300319,MESA DE MAYO -,146440.66
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300343,CADEIRA CIRURGICA -,245550
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300360,ARMARIO ODONTOLOGICO -,11999
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300408,"ESTRADO, USO HOSPITALAR -",6105
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300416,DISPENSARIO ELETRONICO DE MEDICAMENTOS  -,536000
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300424,MESA ORTOSTATICA -,35200
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300440,SUPORTE PARA SORO -,479237.15
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300459,CARRINHO HOSPITALAR -,2204558.41
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300467,MESA DE CABECEIRA -,912320.42
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300475,POLTRONA PARA ACOMPANHANTE -,1895251
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300572,CADEIRA PARA COLETA DE SANGUE -,795460.88
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300602,ESCRIVANINHA USO HOSPITALAR -,82611.75
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300629,PRANCHA DE EQUILIBRIO -,303.43
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300637,BARRA PARA FISIOTERAPIA -,8846.85
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300645,DIVA CLINICO,11095.94
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300688,BANQUETA PARA PARTO HUMANIZADO -,3819
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300718,CARRO MACA -,2958963
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300726,ARMARIO PARA ENDOSCOPIOS -,1485910.6
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300750,GAVETEIRO AUXILIAR USO ODONTO -,662201
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300777,"ARMARIO, USO ESPECIFICO -",4361
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300807,MACA BOLHA -,425600
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300815,BANQUETA HOSPITALAR -,13279
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6530,"MOBILIARIO PARA USO MEDICO, HOSPITALAR, REABILITACAO E      LABORATORIO",65300840,CARRO PARA BANHO -,9434
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6531,"COMPONENTES E PECAS DE MOBILIARIO PARA USO MEDICO, HOSPITALAR E REABILITACAO",65310039,RODIZIOS PARA EQUIPAMENTOS MEDICO-HOSPITALARES -,1427.62
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6531,"COMPONENTES E PECAS DE MOBILIARIO PARA USO MEDICO, HOSPITALAR E REABILITACAO",65310110,RODIZIO PARA EQUIPAMENTO E MOBILIARIO HOSPITALAR -,9579.99
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6532,"VESTUARIO DESCARTAVEL DE USO MEDICO, ODONTOLOGICO E HOSPITA LAR",65320018,AVENTAL PARA USO MEDICO/ODONTOLOGICO -,210243432.07999998
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6532,"VESTUARIO DESCARTAVEL DE USO MEDICO, ODONTOLOGICO E HOSPITA LAR",65320034,MASCARA DESCARTAVEL -,163642370.88
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6532,"VESTUARIO DESCARTAVEL DE USO MEDICO, ODONTOLOGICO E HOSPITA LAR",65320050,MEIA ELASTICA USO MEDICO HOSPITALAR -,2892.58
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6532,"VESTUARIO DESCARTAVEL DE USO MEDICO, ODONTOLOGICO E HOSPITA LAR",65320069,PROTETOR USO MEDICO HOSPITALAR -,429782.86
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6532,"VESTUARIO DESCARTAVEL DE USO MEDICO, ODONTOLOGICO E HOSPITA LAR",65320085,SAPATILHA CIRURGICA  DESCARTAVEL -,564250.45
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6532,"VESTUARIO DESCARTAVEL DE USO MEDICO, ODONTOLOGICO E HOSPITA LAR",65320093,CAMPO CIRURGICO -,19251088.13
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6532,"VESTUARIO DESCARTAVEL DE USO MEDICO, ODONTOLOGICO E HOSPITA LAR",65320107,TOUCA DESCARTAVEL -,16476160.49
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6532,"VESTUARIO DESCARTAVEL DE USO MEDICO, ODONTOLOGICO E HOSPITA LAR",65320166,SACO PARA HAMPER -,3927622.37
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6532,"VESTUARIO DESCARTAVEL DE USO MEDICO, ODONTOLOGICO E HOSPITA LAR",65320174,FRONHA USO MEDICO HOSPITALAR -,442300
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6532,"VESTUARIO DESCARTAVEL DE USO MEDICO, ODONTOLOGICO E HOSPITA LAR",65320190,"CONJUNTO CIRURGICO, DESCARTAVEL -",10959847.99
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6532,"VESTUARIO DESCARTAVEL DE USO MEDICO, ODONTOLOGICO E HOSPITA LAR",65320204,"TOALHA CIRURGICA, DESCARTAVEL -",6211833.33
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6532,"VESTUARIO DESCARTAVEL DE USO MEDICO, ODONTOLOGICO E HOSPITA LAR",65320212,"LENCOL DE NAO TECIDO, USO HOSPITALAR -",2587248.3
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6532,"VESTUARIO DESCARTAVEL DE USO MEDICO, ODONTOLOGICO E HOSPITA LAR",65320220,"CAMISOLA PARA PACIENTE, DESCARTAVEL -",1947668
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6532,"VESTUARIO DESCARTAVEL DE USO MEDICO, ODONTOLOGICO E HOSPITA LAR",65320239,CAMPO BABADOR -,124860.78
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6532,"VESTUARIO DESCARTAVEL DE USO MEDICO, ODONTOLOGICO E HOSPITA LAR",65320263,PULSEIRA P/IDENTIFICACAO DE PACIENTE -,3579542.44
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6532,"VESTUARIO DESCARTAVEL DE USO MEDICO, ODONTOLOGICO E HOSPITA LAR",65320298,CALCA CIRURGICA -,93023.39
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6532,"VESTUARIO DESCARTAVEL DE USO MEDICO, ODONTOLOGICO E HOSPITA LAR",65320336,GORRO USO MEDICO HOSPITALAR -,63349.72
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6532,"VESTUARIO DESCARTAVEL DE USO MEDICO, ODONTOLOGICO E HOSPITA LAR",65320387,"CONJUNTO VESTUARIO PACIENTE, DESCARTAVEL -",1497208.4
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6533,VESTUARIO DE USO MEDICO E ODONTOLOGICO NAO DESCARTAVEL,65330013,AVENTAL USO MEDICO/ODONTOLOGICO NAO DESCARTAVEL -,27463.4
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6533,VESTUARIO DE USO MEDICO E ODONTOLOGICO NAO DESCARTAVEL,65330021,JALECO USO MEDICO/ODONTOLOGICO NAO DESCARTAVEL -,258888.29
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6533,VESTUARIO DE USO MEDICO E ODONTOLOGICO NAO DESCARTAVEL,65330030,CAPOTE CIRURGICO NAO DESCARTAVEL -,2315832.8
65,"MATERIAIS E EQUIPAMENTOS PARA USOS MEDICOS, ODONTOLOGICOS  E VETERINARIOS",6533,VESTUARIO DE USO MEDICO E ODONTOLOGICO NAO DESCARTAVEL,65330056,FRONHA USO MEDICO/HOSPITALAR NAO DESCARTAVEL -,21575
